customer_id,full_name,date_of_birth,gender,region,join_date,risk_segment,kyc_status
1339,Olivia Brown,1974-04-27,F,Mpumalanga,2017-03-18,Medium,Verified
1340,Chloe Smith,1986-05-08,F,KwaZulu-Natal,2017-08-11,Low,Verified
1341,Amelia Rodriguez,1958-03-04,F,Gauteng,2019-01-13,Low,Verified
1342,Isabella Moore,2001-09-25,F,Northern Cape,2022-05-21,Medium,Verified
1343,Mia Jones,1997-05-06,M,Eastern Cape,2024-11-03,Low,Failed
1344,Alexander Rodriguez,1992-08-31,F,Limpopo,2021-07-28,Low,Verified
1345,Charlotte Garcia,2000-08-21,F,Western Cape,2023-06-29,Medium,Verified
1346,Alexander Taylor,1987-07-26,F,North West,2023-09-18,Low,Verified
1347,Ethan Rodriguez,1998-01-24,F,Limpopo,2015-09-22,Low,Verified
1348,Daniel Williams,1985-04-30,F,Gauteng,2018-10-28,Low,Verified
1349,Jacob Wilson,1977-01-05,F,Limpopo,2015-08-01,Medium,Failed
1350,Liam Lopez,1969-09-07,M,Northern Cape,2020-02-21,Medium,Verified
1351,Liam Anderson,1977-02-25,M,Gauteng,2015-07-01,Low,Verified
1352,Ava Garcia,1999-04-07,M,Free State,2024-05-09,Low,Pending
1353,Daniel Garcia,1961-12-11,F,Western Cape,2021-11-06,Medium,Verified
1354,Liam Gonzalez,1954-11-03,M,Western Cape,2016-12-25,Low,Failed
1355,Lucas Martin,2003-11-02,F,Mpumalanga,2024-12-29,Low,Verified
1356,Mia Miller,1995-08-16,F,North West,2016-08-27,Low,Verified
1357,Daniel Miller,1959-11-10,M,Western Cape,2024-07-29,Low,Verified
1358,Sophia Hernandez,1965-09-18,M,North West,2018-03-15,Low,Verified
1359,Lucas Brown,1971-08-02,M,Northern Cape,2020-04-05,Low,Verified
1360,Liam Taylor,1969-04-16,Other,Mpumalanga,2015-06-26,Low,Verified
1361,Amelia Anderson,1988-12-28,F,Gauteng,2021-07-17,Low,Verified
1362,Daniel Moore,1974-08-17,F,Eastern Cape,2020-08-14,Low,Pending
1363,Ethan Garcia,1998-12-24,F,KwaZulu-Natal,2015-09-23,Low,Failed
1364,Mia Moore,1951-10-17,F,Gauteng,2024-09-17,Low,Verified
1365,Lucas Lopez,1972-06-19,F,Western Cape,2024-05-15,Low,Verified
1366,Chloe Davis,1998-05-05,F,Gauteng,2021-05-05,Low,Verified
1367,Michael Moore,1974-04-22,M,Western Cape,2019-06-12,Low,Verified
1368,Michael Garcia,1997-07-24,F,Northern Cape,2016-01-12,Medium,Verified
1369,Charlotte Rodriguez,1973-06-25,F,Northern Cape,2019-06-27,Medium,Verified
1370,Chloe Hernandez,1992-06-15,F,Limpopo,2023-12-08,High,Pending
1371,Sophia Rodriguez,1961-04-24,M,Eastern Cape,2020-09-27,Low,Verified
1372,Chloe Davis,1986-03-07,M,KwaZulu-Natal,2024-06-11,Low,Verified
1373,Ava Martin,1959-04-23,Other,Northern Cape,2021-06-02,Low,Verified
1374,Michael Hernandez,1983-07-05,M,KwaZulu-Natal,2022-03-31,Low,Pending
1375,Isabella Davis,1956-03-13,M,Eastern Cape,2018-05-19,Low,Verified
1376,Lucas Miller,1998-10-28,M,Eastern Cape,2019-06-04,Medium,Verified
1377,Liam Garcia,1982-07-31,F,Western Cape,2018-01-02,Low,Verified
1378,Jacob Anderson,1998-11-15,F,Northern Cape,2018-12-13,Medium,Verified
1379,Jacob Jones,1999-11-02,F,Mpumalanga,2020-04-11,Medium,Verified
1380,Chloe Rodriguez,1995-07-09,F,Free State,2015-07-21,Medium,Verified
1381,Alexander Taylor,2002-02-09,M,Limpopo,2021-03-11,Low,Pending
1382,Olivia Jones,1952-09-23,M,KwaZulu-Natal,2024-10-10,Medium,Pending
1383,Noah Anderson,1977-08-23,F,Limpopo,2020-05-08,Medium,Suspended
1384,Amelia Martinez,1989-12-19,F,Eastern Cape,2015-03-13,Low,Verified
1385,Michael Davis,1961-11-11,F,Western Cape,2019-10-15,Low,Verified
1386,Emma Miller,1963-12-23,F,Limpopo,2018-06-01,Medium,Verified
1387,Mia Brown,1956-09-02,M,Gauteng,2021-08-08,Low,Verified
1388,Emma Davis,2001-12-20,F,Gauteng,2023-05-26,Medium,Verified
1389,Michael Hernandez,1962-09-25,F,Free State,2018-07-23,Medium,Pending
1390,Charlotte Williams,1969-05-27,F,Limpopo,2023-12-02,Low,Verified
1391,Olivia Johnson,1993-06-06,M,North West,2016-09-03,Low,Verified
1392,Ethan Martin,1980-02-05,F,Free State,2021-09-07,Low,Verified
1393,Ava Miller,1982-10-03,M,Free State,2021-08-10,Medium,Verified
1394,Ethan Thomas,1976-03-24,F,Western Cape,2021-03-26,High,Verified
1395,Daniel Martin,1964-05-02,F,KwaZulu-Natal,2024-07-17,Low,Verified
1396,Alexander Hernandez,1963-12-17,M,Eastern Cape,2018-02-11,Medium,Verified
1397,Lucas Williams,1984-03-31,F,Gauteng,2015-09-27,Low,Verified
1398,Chloe Garcia,1989-06-13,F,Free State,2024-09-13,Low,Verified
1399,Emma Davis,1986-05-24,M,Free State,2021-10-22,Low,Failed
1400,Michael Davis,1960-07-29,M,Mpumalanga,2023-10-30,High,Verified
1401,Charlotte Anderson,2003-12-02,M,Mpumalanga,2023-11-14,Medium,Verified
1402,Michael Garcia,1963-01-09,M,Northern Cape,2023-09-13,Low,Verified
1403,Sophia Davis,1974-03-15,M,KwaZulu-Natal,2019-01-18,High,Verified
1404,Mia Anderson,1976-06-29,F,KwaZulu-Natal,2019-08-28,Medium,Verified
1405,Grace Jackson,2004-02-28,F,Eastern Cape,2019-05-21,Low,Verified
1406,Michael Miller,1950-09-26,F,Eastern Cape,2020-10-30,Medium,Verified
1407,Alexander Rodriguez,1998-03-15,M,Gauteng,2023-11-14,Medium,Verified
1408,James Thomas,1950-11-14,M,Mpumalanga,2015-04-07,Medium,Verified
1409,Jacob Williams,1961-11-23,M,Western Cape,2021-06-15,Low,Verified
1410,Mason Brown,1984-01-18,F,North West,2021-07-10,Low,Verified
1411,Ethan Smith,2000-05-30,F,Mpumalanga,2016-04-09,Low,Verified
1412,Ava Thomas,1959-01-28,M,Eastern Cape,2015-06-01,Low,Verified
1413,James Gonzalez,1991-03-24,M,Eastern Cape,2021-06-08,Medium,Verified
1414,Jacob Martinez,1952-09-22,F,Limpopo,2020-12-09,Low,Verified
1415,Mason Gonzalez,1988-10-02,M,KwaZulu-Natal,2015-02-28,High,Verified
1416,Olivia Jones,2003-09-13,F,Northern Cape,2016-02-18,Low,Verified
1417,Ava Smith,1987-11-20,M,Free State,2018-09-22,Low,Verified
1418,Michael Jones,1974-10-08,F,Western Cape,2018-10-11,High,Verified
1419,Grace Johnson,1983-03-17,M,North West,2019-02-17,Low,Verified
1420,Jacob Gonzalez,1986-08-23,M,Gauteng,2023-06-01,Medium,Pending
1421,Lucas Jones,1986-06-09,M,North West,2021-03-06,Low,Verified
1422,Liam Anderson,2004-05-07,M,Limpopo,2015-05-22,High,Verified
1423,Mia Smith,1991-06-13,M,Limpopo,2022-02-24,Low,Verified
1424,Ethan Moore,1954-10-12,M,Limpopo,2019-02-25,Medium,Verified
1425,Ethan Taylor,1958-11-25,M,Eastern Cape,2021-07-14,Low,Verified
1426,Noah Johnson,1992-03-26,F,KwaZulu-Natal,2015-10-31,Medium,Verified
1427,Lucas Williams,1953-05-10,M,Free State,2020-06-09,Medium,Verified
1428,Isabella Brown,1950-01-20,M,Gauteng,2022-02-11,Low,Verified
1429,Mason Smith,1953-10-10,M,Free State,2015-12-10,Low,Verified
1430,Charlotte Jones,1959-12-21,F,North West,2024-07-01,Medium,Verified
1431,Lucas Miller,2002-09-12,M,Northern Cape,2021-01-19,Low,Suspended
1432,Alexander Gonzalez,1962-07-10,F,Gauteng,2020-01-02,Medium,Verified
1433,James Rodriguez,1997-08-03,M,KwaZulu-Natal,2018-10-02,Low,Verified
1434,Lucas Davis,1995-08-01,M,Eastern Cape,2020-08-10,Medium,Verified
1435,Sophia Johnson,1981-12-18,F,North West,2024-02-02,Low,Verified
1436,Jacob Jackson,1999-06-09,M,Western Cape,2021-02-06,Low,Verified
1437,Olivia Lopez,1974-04-21,M,Limpopo,2015-01-14,High,Verified
1438,Isabella Martin,2000-12-23,F,Free State,2016-10-20,Low,Verified
1439,Grace Taylor,1981-12-23,F,Eastern Cape,2018-08-24,Low,Pending
1440,Ethan Lopez,1992-07-08,M,Northern Cape,2019-01-18,Low,Verified
1441,Grace Wilson,1971-12-30,F,Mpumalanga,2017-05-26,High,Failed
1442,Grace Miller,1971-07-08,F,Western Cape,2016-08-21,Low,Verified
1443,Grace Wilson,1959-06-21,F,Eastern Cape,2021-07-04,High,Pending
1444,Liam Rodriguez,2000-06-14,M,Eastern Cape,2016-08-30,Low,Verified
1445,Chloe Brown,1982-02-03,M,North West,2021-08-11,Medium,Verified
1446,Lucas Garcia,1964-03-26,M,Western Cape,2016-03-17,Low,Verified
1447,Emma Jones,1960-06-11,M,KwaZulu-Natal,2019-07-13,Low,Verified
1448,Ethan Miller,1953-08-22,F,North West,2018-07-23,Medium,Verified
1449,Isabella Johnson,1978-02-22,M,Mpumalanga,2024-09-20,Low,Suspended
1450,Ethan Brown,1987-11-24,F,Free State,2020-09-14,Low,Verified
1451,Daniel Thomas,1981-01-24,F,Free State,2019-09-20,Low,Verified
1452,Daniel Lopez,1972-09-28,M,Northern Cape,2024-03-18,Medium,Pending
1453,Emma Hernandez,1954-12-30,F,Free State,2019-01-14,Low,Pending
1454,Ethan Jones,1989-01-05,M,Gauteng,2018-10-30,Medium,Verified
1455,Grace Johnson,1987-03-24,M,Free State,2024-07-21,High,Verified
1456,Alexander Jones,1983-10-05,Other,KwaZulu-Natal,2017-11-30,Low,Suspended
1457,Michael Anderson,1982-03-09,Other,Free State,2021-10-29,Low,Pending
1458,Ava Taylor,1976-05-15,F,KwaZulu-Natal,2019-02-18,High,Verified
1459,Lucas Brown,1980-08-12,F,Gauteng,2015-06-04,High,Verified
1460,Lucas Hernandez,1989-07-26,Other,Limpopo,2022-12-22,Medium,Verified
1461,Liam Martinez,1971-05-11,F,Free State,2015-09-17,High,Verified
1462,Ethan Gonzalez,2004-09-10,F,Free State,2023-08-10,Medium,Suspended
1463,Ethan Rodriguez,1996-07-24,M,Western Cape,2022-01-27,Low,Verified
1464,James Jones,1962-12-14,M,Eastern Cape,2017-10-07,Low,Verified
1465,Lucas Gonzalez,1955-01-11,F,Limpopo,2024-03-12,Low,Verified
1466,Emma Martinez,1980-08-21,M,North West,2023-11-12,Low,Verified
1467,Emma Wilson,1960-03-08,F,Free State,2017-12-23,Low,Verified
1468,Sophia Taylor,1996-01-11,F,Limpopo,2023-06-18,Low,Verified
1469,Grace Miller,1965-06-13,M,Northern Cape,2019-06-15,High,Verified
1470,James Hernandez,1998-09-20,F,Western Cape,2021-03-04,Medium,Verified
1471,Daniel Gonzalez,1993-09-24,M,Mpumalanga,2018-03-08,Low,Verified
1472,Jacob Thomas,1980-08-04,M,KwaZulu-Natal,2021-06-08,Low,Verified
1473,Emma Jones,1960-11-24,M,Northern Cape,2023-10-24,Low,Verified
1474,Alexander Taylor,2002-04-14,M,Northern Cape,2021-12-08,Low,Verified
1475,Grace Jackson,1951-12-11,F,Limpopo,2015-12-08,Low,Verified
1476,Daniel Moore,1993-02-01,F,Gauteng,2015-11-03,Low,Verified
1477,Ava Martinez,1968-10-08,F,Northern Cape,2022-12-12,Medium,Verified
1478,Olivia Miller,1984-05-19,Other,Western Cape,2016-11-28,Low,Verified
1479,Amelia Gonzalez,1965-09-03,F,Mpumalanga,2017-12-30,Medium,Verified
1480,Daniel Hernandez,1985-08-21,F,North West,2019-08-22,Medium,Pending
1481,Emma Wilson,1970-06-09,M,Limpopo,2015-12-08,Low,Verified
1482,Amelia Jones,1958-12-11,M,Western Cape,2016-06-01,Low,Verified
1483,Jacob Brown,1972-04-13,M,Limpopo,2018-03-02,Low,Verified
1484,Ethan Martinez,1980-02-10,F,KwaZulu-Natal,2021-03-06,High,Verified
1485,Grace Hernandez,1979-07-10,M,Western Cape,2023-02-22,High,Pending
1486,Isabella Martinez,1971-12-30,F,Free State,2022-03-10,Low,Verified
1487,James Lopez,1991-05-22,M,Free State,2017-12-12,Medium,Failed
1488,Lucas Hernandez,1992-04-09,F,Gauteng,2017-08-19,Medium,Verified
1489,Daniel Taylor,1983-02-26,M,North West,2017-05-12,Medium,Verified
1490,Ava Taylor,1994-03-13,F,KwaZulu-Natal,2016-02-09,Low,Verified
1491,Emma Jones,1967-05-21,F,Northern Cape,2018-02-09,Low,Verified
1492,James Hernandez,1988-10-03,F,Free State,2023-02-04,Low,Verified
1493,James Jackson,1989-07-12,F,North West,2020-05-21,Low,Verified
1494,Liam Anderson,1985-10-13,F,Eastern Cape,2015-07-12,Medium,Verified
1495,Lucas Thomas,1998-08-18,M,Northern Cape,2023-04-10,Medium,Verified
1496,Alexander Lopez,1960-10-20,F,Gauteng,2020-09-28,High,Verified
1497,Michael Brown,2001-04-07,F,Free State,2018-05-19,Medium,Pending
1498,Jacob Johnson,1993-10-21,M,Gauteng,2023-10-31,Low,Verified
1499,Noah Johnson,1973-11-27,F,Free State,2024-10-17,Low,Failed
1500,Daniel Thomas,1961-03-27,F,Western Cape,2024-02-04,Low,Pending
